13299,Tron Garbage Collector,10.7863 ,4.4832 ,4.3932 ,4.8630 ,1.10 ,2.56 ,1.39 ,2,12,3,0,5,0,4,0,0,0,0
13143,Dijkstractions,10.6971 ,4.4452 ,4.3485 ,4.8463 ,1.10 ,5.27 ,1.61 ,2,193,4,0,121,0,54,0,10,4,0
11272,Summing the Lengths of the Longest Increasing Subsequence of Permutations,10.6241 ,4.4141 ,4.3121 ,4.8301 ,1.10 ,4.48 ,1.79 ,2,87,5,0,61,0,0,0,9,12,0
13231,Catch the Rats,10.6241 ,4.4141 ,4.3121 ,4.8301 ,1.10 ,3.56 ,1.79 ,2,34,5,0,13,0,7,0,9,0,0
461,The Reservation Maker,10.6137 ,4.4097 ,4.3069 ,4.8296 ,1.39 ,4.45 ,1.39 ,3,85,3,1,59,0,11,2,7,2,0
470,Nasty Virus,10.6137 ,4.4097 ,4.3069 ,4.8296 ,1.39 ,4.91 ,1.39 ,3,135,3,0,55,0,21,0,51,5,0
761,Transform those strings,10.6137 ,4.4097 ,4.3069 ,4.8296 ,1.39 ,4.91 ,1.39 ,3,134,3,0,74,0,9,6,33,9,0
994,POP,10.6137 ,4.4097 ,4.3069 ,4.8296 ,1.39 ,4.08 ,1.39 ,3,58,3,0,35,0,7,0,5,8,0
1275,The Revolution of the Ants,10.6137 ,4.4097 ,4.3069 ,4.8296 ,1.39 ,2.30 ,1.39 ,3,9,3,0,4,0,1,0,0,1,0
1276,Game Fan,10.6137 ,4.4097 ,4.3069 ,4.8296 ,1.39 ,1.95 ,1.39 ,3,6,3,0,3,0,0,0,0,0,0
1311,Servers,10.6137 ,4.4097 ,4.3069 ,4.8296 ,1.39 ,3.04 ,1.39 ,3,20,3,0,7,0,7,1,1,1,0
1454,Sizeof,10.6137 ,4.4097 ,4.3069 ,4.8296 ,1.39 ,2.08 ,1.39 ,3,7,3,0,3,0,0,0,0,1,0
1681,Dictionary,10.6137 ,4.4097 ,4.3069 ,4.8296 ,1.39 ,3.22 ,1.39 ,3,24,3,0,8,0,5,0,4,4,0
1682,Exclusive Access,10.6137 ,4.4097 ,4.3069 ,4.8296 ,1.39 ,2.40 ,1.39 ,3,10,3,0,7,0,0,0,0,0,0
1693,XAR,10.6137 ,4.4097 ,4.3069 ,4.8296 ,1.39 ,1.95 ,1.39 ,3,6,3,0,2,0,0,0,1,0,0
1715,Pipe Stream,10.6137 ,4.4097 ,4.3069 ,4.8296 ,1.39 ,2.83 ,1.39 ,3,16,3,0,12,0,1,0,0,0,0
1722,Family,10.6137 ,4.4097 ,4.3069 ,4.8296 ,1.39 ,3.53 ,1.39 ,3,33,3,2,12,0,3,0,7,6,0
1725,Timetable,10.6137 ,4.4097 ,4.3069 ,4.8296 ,1.39 ,3.30 ,1.39 ,3,26,3,2,19,0,0,0,1,1,0
10781,Global Positioning System,10.6137 ,4.4097 ,4.3069 ,4.8296 ,1.39 ,7.19 ,1.39 ,3,1330,3,0,1214,0,1,0,4,106,2
11306,Optimal Marriage on Planet X,10.6137 ,4.4097 ,4.3069 ,4.8296 ,1.39 ,5.28 ,1.39 ,3,196,3,1,101,0,77,0,8,6,0
11767,World of Knots,10.6137 ,4.4097 ,4.3069 ,4.8296 ,1.39 ,5.12 ,1.39 ,3,166,3,0,85,0,51,0,24,3,0
12020,The Election Day,10.6137 ,4.4097 ,4.3069 ,4.8296 ,1.39 ,4.53 ,1.39 ,3,92,3,1,61,0,21,0,3,3,0
12059,Volume Measurement,10.6137 ,4.4097 ,4.3069 ,4.8296 ,1.39 ,2.40 ,1.39 ,3,10,3,0,6,0,0,0,0,1,0
12228,Assembling Services,10.6137 ,4.4097 ,4.3069 ,4.8296 ,1.39 ,2.40 ,1.39 ,3,10,3,0,5,0,0,0,1,1,0
12824,Giving directions to the tree,10.6137 ,4.4097 ,4.3069 ,4.8296 ,1.39 ,1.95 ,1.39 ,3,6,3,0,2,0,1,0,0,0,0
12971,Bargaining,10.6137 ,4.4097 ,4.3069 ,4.8296 ,1.39 ,2.40 ,1.39 ,3,10,3,0,6,0,0,0,0,1,0
12982,Build Towers,10.6137 ,4.4097 ,4.3069 ,4.8296 ,1.39 ,2.40 ,1.39 ,3,10,3,0,4,0,2,0,0,1,0
13201,Sparse Domino Tiling,10.6137 ,4.4097 ,4.3069 ,4.8296 ,1.39 ,2.56 ,1.39 ,3,12,3,0,6,0,0,0,1,2,0
13230,Brackets Everywhere,10.6137 ,4.4097 ,4.3069 ,4.8296 ,1.39 ,2.64 ,1.39 ,3,13,3,0,9,0,0,0,1,0,0
13290,Burglary,10.6137 ,4.4097 ,4.3069 ,4.8296 ,1.39 ,3.66 ,1.39 ,3,38,3,0,30,0,0,0,3,2,0
1688,Roof,10.5625 ,4.3879 ,4.2812 ,4.8145 ,1.10 ,2.64 ,1.95 ,2,13,6,3,4,0,0,0,0,0,0
13200,Super Gifts,10.5625 ,4.3879 ,4.2812 ,4.8145 ,1.10 ,3.26 ,1.95 ,2,25,6,0,12,0,6,0,1,0,0
876,Balanced Expressions,10.5244 ,4.3717 ,4.2622 ,4.8140 ,1.39 ,4.23 ,1.61 ,3,68,4,0,44,0,4,0,11,5,0
1535,Lost Lists,10.5244 ,4.3717 ,4.2622 ,4.8140 ,1.39 ,3.58 ,1.61 ,3,35,4,0,23,0,0,0,5,3,0
1689,International Event,10.5244 ,4.3717 ,4.2622 ,4.8140 ,1.39 ,2.08 ,1.61 ,3,7,4,0,3,0,0,0,0,0,0
1696,Traveling Spiders,10.5244 ,4.3717 ,4.2622 ,4.8140 ,1.39 ,4.97 ,1.61 ,3,143,4,0,22,0,85,0,17,14,1
10845,The crusades,10.5244 ,4.3717 ,4.2622 ,4.8140 ,1.39 ,5.21 ,1.61 ,3,182,4,0,80,1,64,0,20,13,0
11445,Water Tanks EXTREME,10.5244 ,4.3717 ,4.2622 ,4.8140 ,1.39 ,4.71 ,1.61 ,3,110,4,0,76,0,6,0,7,17,0
12741,Weights of Toys,10.5244 ,4.3717 ,4.2622 ,4.8140 ,1.39 ,2.64 ,1.61 ,3,13,4,0,8,0,0,0,0,1,0
12827,Just another pachinko-like machine,10.5244 ,4.3717 ,4.2622 ,4.8140 ,1.39 ,4.01 ,1.61 ,3,54,4,0,20,0,9,3,9,4,5
12868,Location,10.5244 ,4.3717 ,4.2622 ,4.8140 ,1.39 ,4.37 ,1.61 ,3,78,4,0,41,0,29,0,1,3,0
13218,Broken Calculator Keys,10.5244 ,4.3717 ,4.2622 ,4.8140 ,1.39 ,3.09 ,1.61 ,3,21,4,0,11,0,6,0,0,0,0
13229,Alice's Travels,10.5244 ,4.3717 ,4.2622 ,4.8140 ,1.39 ,2.08 ,1.61 ,3,7,4,0,3,0,0,0,0,0,0
13234,Fantastic Sorting Algorithm,10.5244 ,4.3717 ,4.2622 ,4.8140 ,1.39 ,3.14 ,1.61 ,3,22,4,0,13,0,2,0,2,1,0
13235,Graph Cut of Maximum XOR Weight,10.5244 ,4.3717 ,4.2622 ,4.8140 ,1.39 ,2.77 ,1.61 ,3,15,4,0,7,0,2,0,2,0,0
13236,Hedgehogs Communicate,10.5244 ,4.3717 ,4.2622 ,4.8140 ,1.39 ,2.77 ,1.61 ,3,15,4,0,3,0,5,0,3,0,0
12309,A Strange Opera House II,10.4515 ,4.3406 ,4.2258 ,4.7988 ,1.39 ,3.43 ,1.79 ,3,30,5,0,16,0,8,0,0,1,0
12422,(Kengdie) Mua (II) - Expression Evaluator,10.4515 ,4.3406 ,4.2258 ,4.7988 ,1.39 ,2.89 ,1.79 ,3,17,5,0,9,0,0,0,2,1,0
12757,Gotham鈥檚 Rail Track,10.4515 ,4.3406 ,4.2258 ,4.7988 ,1.39 ,4.03 ,1.79 ,3,55,5,0,10,0,24,0,12,4,0
12772,Dynamic accessible Pairs,10.4515 ,4.3406 ,4.2258 ,4.7988 ,1.39 ,3.22 ,1.79 ,3,24,5,0,2,0,15,0,2,0,0
13222,Faster Networks,10.4515 ,4.3406 ,4.2258 ,4.7988 ,1.39 ,2.83 ,1.79 ,3,16,5,0,7,0,0,0,4,0,0
13228,Laser Avoidance,10.4515 ,4.3406 ,4.2258 ,4.7988 ,1.39 ,3.99 ,1.79 ,3,53,5,2,27,0,10,0,9,0,0
13233,Easy Permutation Problem,10.4515 ,4.3406 ,4.2258 ,4.7988 ,1.39 ,4.17 ,1.79 ,3,64,5,0,22,0,36,0,1,0,0
13289,Kabobs,10.4515 ,4.3406 ,4.2258 ,4.7988 ,1.39 ,2.20 ,1.79 ,3,8,5,0,1,0,0,0,1,1,0
1409,Go to Class,10.3899 ,4.3144 ,4.1949 ,4.7841 ,1.39 ,3.56 ,1.95 ,3,34,6,0,3,0,12,0,10,3,0
12941,A Subway for Boroughgraph,10.3899 ,4.3144 ,4.1949 ,4.7841 ,1.39 ,4.73 ,1.95 ,3,112,6,0,61,0,1,0,35,9,0
779,Wily Hacker's Problem,10.3906 ,4.3147 ,4.1953 ,4.7837 ,1.61 ,3.78 ,1.61 ,4,43,4,0,28,0,1,0,5,5,0
1183,Turn All the Lights Off,10.3906 ,4.3147 ,4.1953 ,4.7837 ,1.61 ,3.69 ,1.61 ,4,39,4,0,19,0,8,0,4,4,0
1532,A Well-Formed Problem,10.3906 ,4.3147 ,4.1953 ,4.7837 ,1.61 ,3.56 ,1.61 ,4,34,4,0,12,0,6,0,5,5,2
1677,Cycling,10.3906 ,4.3147 ,4.1953 ,4.7837 ,1.61 ,3.04 ,1.61 ,4,20,4,0,4,0,1,4,1,6,0
1748,What Really Happened on Mars?,10.3906 ,4.3147 ,4.1953 ,4.7837 ,1.61 ,3.04 ,1.61 ,4,20,4,0,7,0,1,0,7,1,0
1758,Son of Pipe Stream,10.3906 ,4.3147 ,4.1953 ,4.7837 ,1.61 ,2.40 ,1.61 ,4,10,4,0,4,0,2,0,0,0,0
1759,Tarot Sham Boast,10.3906 ,4.3147 ,4.1953 ,4.7837 ,1.61 ,2.83 ,1.61 ,4,16,4,0,4,0,0,0,4,4,0
11397,Reconstructing Binary Forests,10.3906 ,4.3147 ,4.1953 ,4.7837 ,1.61 ,4.42 ,1.61 ,4,82,4,0,33,0,9,0,10,26,0
11454,Very well informed domino player,10.3906 ,4.3147 ,4.1953 ,4.7837 ,1.61 ,2.77 ,1.61 ,4,15,4,0,10,0,0,0,1,0,0
11738,Few Teams will Solve this,10.3906 ,4.3147 ,4.1953 ,4.7837 ,1.61 ,5.08 ,1.61 ,4,159,4,0,128,0,6,6,10,5,0
11740,How Dark Can it Be?,10.3906 ,4.3147 ,4.1953 ,4.7837 ,1.61 ,3.74 ,1.61 ,4,41,4,0,32,0,2,0,3,0,0
11763,Hats Off,10.3906 ,4.3147 ,4.1953 ,4.7837 ,1.61 ,4.94 ,1.61 ,4,139,4,0,74,0,43,0,11,7,0
12053,Unbreakable Floor,10.3906 ,4.3147 ,4.1953 ,4.7837 ,1.61 ,3.99 ,1.61 ,4,53,4,1,36,0,3,1,4,4,0
12258,Air Pollution Problem,10.3906 ,4.3147 ,4.1953 ,4.7837 ,1.61 ,3.53 ,1.61 ,4,33,4,0,9,0,20,0,0,0,0
12737,"Team star, Team moon",10.3906 ,4.3147 ,4.1953 ,4.7837 ,1.61 ,3.18 ,1.61 ,4,23,4,0,6,0,5,0,7,1,0
13195,Logical Equivalence,10.3906 ,4.3147 ,4.1953 ,4.7837 ,1.61 ,3.22 ,1.61 ,4,24,4,0,14,0,0,0,3,3,0
13210,Macarons in La F锚te,10.3906 ,4.3147 ,4.1953 ,4.7837 ,1.61 ,3.04 ,1.61 ,4,20,4,0,12,0,3,0,1,0,0
1675,Kingdom Reunion,10.3364 ,4.2916 ,4.1682 ,4.7698 ,1.39 ,3.18 ,2.08 ,3,23,7,0,7,0,0,0,5,4,0
11271,Lattice of Resistors,10.3364 ,4.2916 ,4.1682 ,4.7698 ,1.39 ,5.08 ,2.08 ,3,160,7,0,73,0,54,0,23,3,0
774,Driving in City Squares,10.3176 ,4.2836 ,4.1588 ,4.7694 ,1.61 ,4.23 ,1.79 ,4,68,5,0,45,0,0,0,12,5,1
1191,Hermes' Colony,10.3176 ,4.2836 ,4.1588 ,4.7694 ,1.61 ,3.18 ,1.79 ,4,23,5,1,11,0,6,0,0,0,0
1273,Weiqi,10.3176 ,4.2836 ,4.1588 ,4.7694 ,1.61 ,3.64 ,1.79 ,4,37,5,0,26,0,0,0,5,1,0
1446,Origami Through-Hole,10.3176 ,4.2836 ,4.1588 ,4.7694 ,1.61 ,1.95 ,1.79 ,4,6,5,0,1,0,0,0,0,0,0
1551,Cog-Wheels,10.3176 ,4.2836 ,4.1588 ,4.7694 ,1.61 ,4.20 ,1.79 ,4,66,5,0,28,0,7,4,20,2,0
1744,Road Times,10.3176 ,4.2836 ,4.1588 ,4.7694 ,1.61 ,3.64 ,1.79 ,4,37,5,0,12,0,6,0,14,0,0
12565,Lovely Magical Curves,10.3176 ,4.2836 ,4.1588 ,4.7694 ,1.61 ,3.40 ,1.79 ,4,29,5,0,12,0,1,1,10,0,0
12733,Guess the Fake Coin II,10.3176 ,4.2836 ,4.1588 ,4.7694 ,1.61 ,3.58 ,1.79 ,4,35,5,0,13,0,2,0,13,2,0
13198,Knight on Wide Board,10.3176 ,4.2836 ,4.1588 ,4.7694 ,1.61 ,2.71 ,1.79 ,4,14,5,0,2,0,7,0,0,0,0
13255,FujikoMine,10.3176 ,4.2836 ,4.1588 ,4.7694 ,1.61 ,4.08 ,1.79 ,4,58,5,0,46,0,2,0,1,4,0
1745,Spin Doctor,10.2893 ,4.2716 ,4.1447 ,4.7559 ,1.39 ,2.83 ,2.20 ,3,16,8,0,2,0,4,0,1,1,0
12977,Heavy Luggage,10.2893 ,4.2716 ,4.1447 ,4.7559 ,1.39 ,5.16 ,2.20 ,3,174,8,1,56,0,57,0,44,8,0
13237,Intersecting Semi-Circles,10.2893 ,4.2716 ,4.1447 ,4.7559 ,1.39 ,3.37 ,2.20 ,3,28,8,0,6,0,7,0,7,0,0
13285,Candy Chain,10.2893 ,4.2716 ,4.1447 ,4.7559 ,1.39 ,3.14 ,2.20 ,3,22,8,0,13,0,0,0,1,0,0
1144,Find the Walls,10.2560 ,4.2574 ,4.1280 ,4.7555 ,1.61 ,3.22 ,1.95 ,4,24,6,0,11,0,3,0,4,0,0
1302,Gnome Tetravex,10.2560 ,4.2574 ,4.1280 ,4.7555 ,1.61 ,4.70 ,1.95 ,4,109,6,27,59,0,9,0,0,8,0
1353,Organize Your Train,10.2560 ,4.2574 ,4.1280 ,4.7555 ,1.61 ,2.83 ,1.95 ,4,16,6,0,6,0,4,0,0,0,0
1355,Bingo,10.2560 ,4.2574 ,4.1280 ,4.7555 ,1.61 ,3.22 ,1.95 ,4,24,6,0,17,0,1,0,0,0,0
1403,Tough Water Level,10.2560 ,4.2574 ,4.1280 ,4.7555 ,1.61 ,3.37 ,1.95 ,4,28,6,0,19,0,2,0,0,1,0
1694,History course,10.2560 ,4.2574 ,4.1280 ,4.7555 ,1.61 ,2.89 ,1.95 ,4,17,6,0,2,0,3,0,0,6,0
11580,Finding the Transmitter,10.2560 ,4.2574 ,4.1280 ,4.7555 ,1.61 ,4.82 ,1.95 ,4,123,6,0,95,0,12,0,9,1,0
12106,Collapse!!,10.2560 ,4.2574 ,4.1280 ,4.7555 ,1.61 ,4.50 ,1.95 ,4,89,6,0,53,0,24,0,3,3,0
12935,Graph Guessing,10.2560 ,4.2574 ,4.1280 ,4.7555 ,1.61 ,2.89 ,1.95 ,4,17,6,0,5,0,5,0,0,1,0
12164,The Great Game,10.2472 ,4.2536 ,4.1236 ,4.7424 ,1.39 ,4.51 ,2.30 ,3,90,9,0,71,0,6,0,3,1,0
1477,Snooker Referee,10.2026 ,4.2346 ,4.1013 ,4.7420 ,1.61 ,2.89 ,2.08 ,4,17,7,0,7,0,1,0,0,2,0
252,Trucking,10.2082 ,4.2370 ,4.1041 ,4.7416 ,1.79 ,4.56 ,1.79 ,5,95,5,0,75,0,1,0,9,5,0
768,Crossword,10.2082 ,4.2370 ,4.1041 ,4.7416 ,1.79 ,4.34 ,1.79 ,5,76,5,1,52,0,9,0,2,7,0
968,Constellations,10.2082 ,4.2370 ,4.1041 ,4.7416 ,1.79 ,4.17 ,1.79 ,5,64,5,0,53,0,1,0,4,1,0
1117,Reliable Programs,10.2082 ,4.2370 ,4.1041 ,4.7416 ,1.79 ,4.26 ,1.79 ,5,70,5,0,48,0,10,0,4,3,0
1190,Get Them All,10.2082 ,4.2370 ,4.1041 ,4.7416 ,1.79 ,3.58 ,1.79 ,5,35,5,0,22,0,2,0,2,4,0
1338,Crossing Prisms,10.2082 ,4.2370 ,4.1041 ,4.7416 ,1.79 ,2.94 ,1.79 ,5,18,5,0,8,0,1,0,2,2,0
1503,Ji-Tu Problem,10.2082 ,4.2370 ,4.1041 ,4.7416 ,1.79 ,3.58 ,1.79 ,5,35,5,0,22,0,0,0,5,3,0
1512,ASCII Expression,10.2082 ,4.2370 ,4.1041 ,4.7416 ,1.79 ,2.30 ,1.79 ,5,9,5,0,3,0,0,0,0,1,0
1680,Journey,10.2082 ,4.2370 ,4.1041 ,4.7416 ,1.79 ,2.56 ,1.79 ,5,12,5,0,4,0,0,0,0,3,0
1743,Polygonal Puzzle,10.2082 ,4.2370 ,4.1041 ,4.7416 ,1.79 ,2.71 ,1.79 ,5,14,5,0,9,0,0,0,0,0,0
11188,A Strange Opera House,10.2082 ,4.2370 ,4.1041 ,4.7416 ,1.79 ,2.64 ,1.79 ,5,13,5,0,6,0,0,0,1,1,0
11862,Airbus vs Boeing,10.2082 ,4.2370 ,4.1041 ,4.7416 ,1.79 ,3.61 ,1.79 ,5,36,5,0,30,0,1,0,0,0,0
12006,Paint Brush,10.2082 ,4.2370 ,4.1041 ,4.7416 ,1.79 ,5.44 ,1.79 ,5,229,5,0,136,0,48,6,14,12,8
12236,In a Crazy City,10.2082 ,4.2370 ,4.1041 ,4.7416 ,1.79 ,3.61 ,1.79 ,5,36,5,0,21,0,6,0,2,2,0
12237,Jiajia's Robot,10.2082 ,4.2370 ,4.1041 ,4.7416 ,1.79 ,2.89 ,1.79 ,5,17,5,0,9,0,2,0,1,0,0
12434,Infinite Stable Integer,10.2082 ,4.2370 ,4.1041 ,4.7416 ,1.79 ,2.40 ,1.79 ,5,10,5,0,2,0,1,0,0,2,0
13027,Moroccan Wooden Box,10.2082 ,4.2370 ,4.1041 ,4.7416 ,1.79 ,3.26 ,1.79 ,5,25,5,0,19,0,0,0,0,1,0
13281,Bermuda Polygon,10.2082 ,4.2370 ,4.1041 ,4.7416 ,1.79 ,3.64 ,1.79 ,5,37,5,0,26,0,3,0,2,1,0
901,From Databases to XML,10.1554 ,4.2146 ,4.0777 ,4.7288 ,1.61 ,6.38 ,2.20 ,4,589,8,0,105,0,20,0,381,74,1
961,Ambiguous or Incomplete Inductive Definitions,10.1554 ,4.2146 ,4.0777 ,4.7288 ,1.61 ,3.09 ,2.20 ,4,21,8,0,12,0,0,0,0,1,0
1295,Houses Divided,10.1554 ,4.2146 ,4.0777 ,4.7288 ,1.61 ,4.37 ,2.20 ,4,78,8,2,37,0,10,0,7,14,0
1448,Hobby on Rails,10.1554 ,4.2146 ,4.0777 ,4.7288 ,1.61 ,2.48 ,2.20 ,4,11,8,0,1,0,0,0,2,0,0
11807,Dumb Eucelics' Pyramid Walk,10.1554 ,4.2146 ,4.0777 ,4.7288 ,1.61 ,3.95 ,2.20 ,4,51,8,0,33,0,4,0,3,3,0
